Title,Ingredients,Steps,Loves,URL
Ayam Kuah Bumbu Plecing,2 potong Paha Ayam tanpa kulit--×Bumbu Halus×--10 butir Bawang Merah--6 butir Bawang Putih--15 buah Cabe Rawit--1 cm Terasi Udang--secukupnya Garam--secukupnya Gula Pasir--×Bumbu Pelengkap×--1 lembar Daun Jeruk--1 batang Serai--××--4 gelas Air--,"Siapkan bahan dan haluskan bumbu--Tumis sebentar bumbu halus lalu masukkan air 2 gelas. Biarkan hingga mendidih--Setelah mendidih tambahkan lagi 2 gelas air. Masukkan daun jeruk, batang serai yang digeprek, dan ayam. Biarkan hingga ayam matang. Cek rasa dan siap disajikan--",6,/id/resep/4445247-ayam-kuah-bumbu-plecing
Ayam kecap baso pete,"5 potong dada ayam--4 baso sapi uk sedang (potong menjadi 4)--1 btg pete (kupas bagi 2 bagian)--4 siung bawang putih (cincang)--3 siung bawang merah (cincang)--1/2 siung bawang bombay (cincang)--4 cabe merah keriting (iris tipis)--1 ruas lengkuas (geprek)--1 ruas jahe (geprek)--1 btg sereh (geprek)--3 lbr daun salam--Secukupnya garam, gula, kaldu bubuk, lada bubuk--1 sachet kecap manis--300 ml air--","Cuci bersih ayam lalu goreng. Dinginkan dan suir2 sisihkan.--Rebus potongan baso sampai empuk, sisihkan.--Tumis semua bawang, cabe merah, jahe, lengkuas, sereh, daun salam dan potongan pete sampai harum.--Tambahkan garam, gula, lada bubuk, penyedap, kecap manis dan air. Aduk rata biarkan sampai mendidih tes rasa.--Masukan ayam suir, baso yg sudah direbus menjadi satu.--Masak sampai air meresap (tp jgn terlalu kering). Lalu sajikan.--",6,/id/resep/4445035-ayam-kecap-baso-pete
Nasi masak kuah ungkepan ayam,Beras--Kuah sisa ungkepan ayam--,Cuci beras...--Aron beras dgn kuah sisa ungkepan ayam sampe air susut.--Siapkan panci kukus. kukus selama 20-25 menitan.--Gurihhhhh... tanpa ditambah garam atau bumbu lainnya.--,6,/id/resep/4444921-nasi-masak-kuah-ungkepan-ayam
Ayam Pop,"1 ekor ayam, cuci bersih & buang kulitnya--Bumbu halus :--8 siung bawang merah--5 siung bawang putih--3 butir kemiri sangrai--5 lembar daun jeruk--3 lembar daun salam--1 ruas lengkuas geprek--1 ruas jahe geprek--2 batang sereh, memarkan--secukupnya Garam--Air kelapa dari 1 butir kelapa (saya pake hydro coco)--Minyak goreng untuk menumis--Santan kara untuk olesan ayam--","Lumuri ayam dengan garam dan perasan jeruk nipis, diamkan beberapa saat, kemudian cuci bersih--Tumis bumbu halus sampai harum, masukan ayam, tambahkan air kelapa--Tunggu sampai empuk dan air kelapa benar2 menyusut, cek rasa, matikan api--Panaskan minyak, olesi ayam yang akan digoreng dengan santan kara, goreng sekitar 20 detik saja, angkat, sajikan dengan pelengkap--Tips : daun singkong direbus dengan bumbu sisa ayam pop, rasanya dijamin gurih--",5,/id/resep/4444532-ayam-pop
Ayam Goreng Tepung,Bahan:--1 kg dada ayam--250 gr tepung bumbu kentucky--250 gr tepung terigu--2 sdm tepung tapioka--1 sdt baking powder--Es batu--Bumbu:--Garam--Lada--Bawang putih--Penyedap (opsi)--,"Potong ayam (saya tadi jadi 16) dan cuci sampai bersih. Bumbui dengan garam, lada dan bawang putih yang dihaluskan. Banyaknya dikira kira aja, lalu simpan di kulkas (tadi cuma 30 menit)--Campur tepung bumbu, terigu, tapioka, baking powder, garam, lada dan penyedap. Aduk rata.--Ambil 3 sdm adonan tepung, beri air secukupnya (lumayan encer) dan bari es batu secukupnya. Aduk sampai rata dan tidak bergindil.--Panaskan minyak, keluarkan ayam.--Masuk proses penepungan.--Masukan ayam ke adonan tepung kering, pijat pijat agar semua terlapisi. Celupakan ke adonan basah, lalu masukan lagi ke adonan tepung kering. Cubit cubit dan pastikan semua bagian terlapisi tepung dengan baik. Tepuk tepuk dan goreng dengan api sedang, minyak banyak (terendam) sampai golden brown.--Ayam goreng tepung siap disajikan dengan saos sambal ataupun sambal bawang, bisa untuk ayam geprek sekalian 😃--",8,/id/resep/4444569-ayam-goreng-tepung
Ayam penyet sangar,1/4 dada ayam--1 bks masako sapi--bahan sambal--3 siung bawang merah--2 siung bawang putih--1 buah tomat--1 ons cabe merah--50 gr cabe rawit--2 bks terasi--,"Rebus ayam dengan masako sampai air meresap tinggal separoh,dijamin ayam lembut sampe kedalam--Rebus juga semua bahan sambal kecuali terasi--Haluskan bahan cabe dengan blender ditambah sedikit masako dan garam.jangan lupa tes rasa--Goreng ayam sampai kuning ke emasan,susun di atas cobek.lalu penyetkan diatas sambal.enak dimakan pake nasi hangat--",3,/id/resep/4444517-ayam-penyet-sangar
[Notitle],nan,nan,0,/id/resep/4444134-ayam-balado-simple
Ayam pedas level nol🤣,1 ekor Dada ayam dari ayam tanpa kulit potong dadu--5 siung bawang merah--2 siung bawang putih--1 ruas jahe--1 ruas lengkuas--5 buah cabe merah keriting dan silakan tambah cabe rawit--secukupnya Minyak goreng--Secukupnya Merica. Garam--2 sdm kecap asin--1 sdt minyak wijen--,"Haluskan 1 siung bawang putih dan 1 butir kemiri tambahkan garam dan balurkan pada ayam sebagai langkah awal. Tambahkan merica. Pada tahap ini ayam boleh segera langsung diolah,atau di simpan buat stok dalam freezer dan bisa di gunakan kapan saja.(pengalaman mamak2 pekerja)--Haluskan bawang merah,bawang putih, jahe, lengkuas, cabe garam dan merica sisihkan. Tips buat para penganut non MSG, tambahkan extra bawang merah buat rasa yang lebih nendang😁--Daging ayam yang sudah di bumbu tadi di masak tanpa minyak menggunakan teflon,di tutup smpai masak. Pada fase ini daging ayam akan berair.--Tambahkan minyak goreng(saya pakai olive oil sekitar 5 sdm) dan masukkan bumbu halus,kecap asin, masak sampai kering, koreksi rasa dengan garam dan merica (lada hitam lebih beraroma kuat) kalau sudah matang dan mau diangkat terakhir tambahkan minyak wijen sebagai aroma.--Selamat makan--",6,/id/resep/4444165-ayam-pedas-level-nol%F0%9F%A4%A3
Spaghetti creamy chicken,Spagheti (sy pake no.30)--1 bawang bombay (iris memanjang)--1 kotak susu full cream ukuran kecil--2 siung bawang putih (cincang halus)--1/2 sdt garam (secukupnya)--1/2 sdt gula (secukupnya)--Lada (secukupnya)--1 sdm mentega--Keju craft (bungkus kecil)--3 sosis (potong miring)--1 cabai hijau besar & merah keriting buang bijinya (potong miring)--1 dada ayam cincang--,"Masak spaghetti di air mendidih yang ditambahkan minyak dan sedikit garam, setelah matang angkat dan pisahkan--Lelehkan mentega, masukan bawang putih, tunggu hingga harum dan masukan bawang bombay, sosis dan daging ayam cincang. Tunggu hingga matang lalu masukan susu full cream (kalau saya dicampur sama susu pure farm yang rasanya sedikit manis jadi 1/2 1/2). Tambahkan bumbu dan keju yang sudah diparut--Setelah itu masukan spaghetinya, aduk rata..masukan irisan cabai yang tadi sudah disisihkan..setelah teraduk rata, angkat dan sajikan--",6,/id/resep/4444292-spaghetti-creamy-chicken
Ayam teriyaki with vegetable,1 buah wortel rebus yg sudah di iris--Brokoli sesuai selera sudah di rebus (sayur optional)--Dada Ayam setengah kilo potong dadu--2 siunh bawang putih--2 cm jahe parut--sesuai selera Merica bubuk--1 sdm saus tiram--4 sdm saus teriyaki--1 sdm kecap manis--1 buah bawang bombai iris--secukupnya Garam dan gula pasir--1 sdm minyak wijen--1 Cabe merah iris buang bijinya (saya pake setengah cabe merah)--,"Satukan bahan kedalam mangkok : dada ayam, saus tiram, teriyaki, kecap, merica bubuk, cabe iris,minyak wijen, bawang putih dan jahe, beri garam dan gula secukupnya. Aduk rata diamkan 15 menit--Siapkan minyak panas, lalu tumis bahan yg sudah di campur td. Lalu aduk bentar masukan bawang bombai--Setelah tercampur beri air secukupnya. Kemudian tes rasa, bisa di ksh garam dan gula lagi sampai terasa pas.--Apabila sudah matang, tata sayuran di atas piring, kemudian sirami diatasnya dengan ayam teriyaki. Kemudian siap disajikan.--",4,/id/resep/4444252-ayam-teriyaki-with-vegetable
Ayam richeese fire wings + saus keju,1/2 kg sayap ayam--1 bungkus tepung bumbu (aku pakai sasa)--Bahan saus pedas :--3 siung bawang putih geprek--4 sdm saus sambal--2 sdm saus tomat--4 sdm saus barbeque (aku gak pake)--1 sdt minyak wijen (optional)--1 sdm saus tiram--1 sdm madu (bisa skip ganti gula)--1/2 sdt garam atau sesuai selera--1 sdm bon cabe (aku level 30 bisa dikurangi atau ditambah)--Bahan saus keju :--100 ml susu uht (aq pakai susu bubuk dicairkan air)--secukupnya Keju cheddar parut--1 sachet bubuk keju indofood yg biasa buat taburan kentang goreng--1 sdt tepung maizena dilarutkan sdikit air--1 sdm margarine--,"Cuci bersih ayam, potong jadi 2, balut dengan tepung bumbu sesuai petunjuk penggunaan--Goreng ayam hingga crispy kecoklatan--Buat saus pedas, tumis bawang putih dg margarine hingga harum, masukkan saus sambal, saus tomat, saus tiram, garam dan madu, tambahkan boncabe sesuai selera pedasnya, masak hingga kental, koreksi rasa--Masukkan ayam ke saus, aduk rata--Buat saus keju, maaf ya lupa fotonya, masak margarine lalu susu cair dengan api kecil, masukkan keju parut, aduk hingga larut, tambahkan bubuk keju indofood supaya warnanya cerah, masukkan cairan maizena aduk hingga kental meletup2,--Sajikan ayam dengan saus kejunya, (aku tambahin wijen buat garnish) selamat makaaann 😋--",71,/id/resep/4444012-ayam-richeese-fire-wings-saus-keju
Chicken steak with mushroom sauce,Dada ayam fillet 250 gr--2 siung Bawang putih--1/2 butir Bawang bombay--secukupnya Susu putih cair--100 gram Jamur kuping--150 gram Keju--Tepung maizena--Garam--Lada putih--Lada hitam--1 buah Jeruk nipis--,"Ayam fillet dibalur jeruk nipis, garam,lada putih, lada hitam, sisihkan--Tumis bawang putih dan bawang bombay cincang pake mentega sampai wangi--Masukin jamur--Aduk sampai matang,masukin susu--Masukin keju,garam, lada putih lada hitam--Tes rasa, kalau masih cair masukin tepung maizena yg udah dicairkan--Ayam yang sudah dibumbuin bakar di teflon (saya pakai happycall) jgn terlalu lama biar ga keras--Kalau sudah matang, sajikan siram dengan saus mushroom--Tambahin side dish seperti kentang(saya ga ad kentang jd diganti wortel, jagung sama edamame)--",6,/id/resep/4444337-chicken-steak-with-mushroom-sauce
Chicken katsu,1 kg dada ayam--2 butir telur--1/2 bungkus tepung serbaguna khusus ayam--1/2 kg tepung roti--1 siung bawang putih--Secukupnya kecap inggris--Pelengkap:--2 buah wortel--2 buah kentang--Mayonnaise--Saus cabe--,"Potong dada ayam menjadi 2 bagian. 1 bagian bisa dipotong 2-3 dengan memotong horizontal.--Setelah dipotong rendam selama kurleb 10 menit dengan cincangan bawang dan kecap inggris secukupnya. Dan dimasukan kulkas.--Tepung roti, tepung serbaguna dan kocokan telur dimasukan ke wadah yg terpisah. Jadi ada 3 wadah.--Keluarkan ayam, masukan ke dalam tepung serbaguna, keluarkan, masukan ke kocokan telur, keluarkan, masukan ke dalam tepung roti. Lakukan sampai habis--Utk step nomor 4, dibutuhkan keniatan dan ke ikhlasan ya hahaha (ku akui memang capek 😅) kalau sudah jadi hasilnya seperti digambar.--Bisa langsung digoreng atau disimpan didalam kulkas. Bisa sampai 3-4 hari--Utk bahan pelengkapnya wortel dan kentang dipotong lalu dikukus. Dan tambahkan mayo+saus sesuai selera. Selamat mencoba 🙂--",7,/id/resep/4444142-chicken-katsu
Ayam teriyaki,"1/2 kg dada ayam kampung (rebus, potong kecil2)--1 sdt jahe bubuk--1 sdt bawang putih bubuk--1 ladaku--2 sdt saos teriyaki--Garam, penyedap, gula--Kecap--2 bawang Bombay (potong2)--","Campur semua bahan (kec, bawang Bombay) aduk rata. Tuang dlm toples simpan di kulkas agar bumbu meresap (me:semalam)--Lalu tumis bawang Bombay iris.. Setelah wangi masukkan campuran ayam... Masak hingga matang.. Dan sajikan--",3,/id/resep/4425643-ayam-teriyaki
Mie Ayam Spesial,Secukupnya mie burung dara (apa saja)--Topping :--Secukupnya bakso--Secukupnya sawi/ selada--Secukupnya daun bawang--Secukupnya bawang goreng--Secukupnya kulit pangsit goreng--Bahan topping ayam bumbu :--1/2 potong ayam di potong kecil--5 siung bawang putih--6 siung bawang merah--2 buah kemiri--Secukupnya saos tiram--Secukupnya kecap manis--Secukupnya bawang bombai--Secukupnya garam--Secukupnya merica--Secukupnya air--Secukupnya minyak ikan--Bahan kuah kaldu :--Secukupnya tulangan ayam--1 ltr air mineral--Secukupnya merica bubuk--4 siung bawang putih--Secukupnya bawang goreng--Secukupnya pala bubuk--Bahan Minyak kulit :--Secukupnya minyak--Secukupnya kulit ayam--Secukupnya bawang putih iris--,"Cara membuat ayam bumbu : tumis bawang merah, bawang putih, kemiri yang sudah di haluskan. Jika sudah harus dan matang tambah air secukupnya, masukkan ayam, saos tiram, kecap manis, merica bubuk, garam dan masak hingga matang. Setelah kuah ayam sudah mulai mengental, masukkan bawang bombai dan tes rasa. matikan api.p--Cara membuat minyak bumbu : Siapkan minyak secukupnya, goreng kulit ayam hingga kering dengan menggunakan api kecil. Setelah itu masukkan bawang putih iris hingga bawang garing. matikan api. Pakai api kecil ya.--Cara membuat kuah kaldu : Tulangan ayam direbus dengan 1 ltr air. Rebus hingga mengeluarkan kaldu. Masukkan bawang putih hingga bener2 matang bawang putihnya, agar rasanya tidak getar. Atau bawang putih ditumis terlebih dahulu lalu dimasukan kedalam rebusan kaldu. Masukkan merica bubuk, pala bubuk dan garam. Tes rasa kemudian taburi bawang goreng dan matikan api.--Cara penyajian : Siapkan mangkuk, tuang minyak ikan secukupnya, minyak bumbu, merica bubuk, secukupnya garam dan aduk. Rebus mie dan sayuran, kalau sudah matang masukkan ke mangkuk tadi. Campur mie, sayuran, dan bumbu. Tuang kaldu ayam secukupnya. Beri topping ayam, bakso, daun bawang, kulit pangsit goreng, dan bawang goreng. Siap dinikmati.--",4,/id/resep/4441129-mie-ayam-spesial
Sop ayam klaten ala pak min,"500 gram ayam kampung--1 buah wortel uk besar--1 buah kentang uk besar--Secukup ny air--1 buah batang serai--3 siung bawang putih geprek--2 lbr daun jeruk--1 lbr daun salam--1 ruas jahe kulas laku geprek--Secukup ny merica bubuk,garam,gula dan kaldu bubuk--Minyak goreng--Taburan seledri dan daun bawang potong tipis--","Cuci bersih ayam,potong2 dan rebus smpi lunak sisihkan--Tumis bawang putih geprek,masuk kan jahe,daun salam,daun jeruk,serai dan beri air.masuk kan kentang dan wortel yg sudah d potong,masak smpi lunak--Masuk kan ayam,beri merica bubuk,garam,gula,kaldu bubuk dan cek rasa--Masak smpi mendidih,tuang dlm mangkok beri taburan.sajikan panas2 dg nasi--Mudah dan simple...😌😌--",10,/id/resep/4443983-sop-ayam-klaten-ala-pak-min
Spicy Chicken Spaghetti,"250 gr Spagetti (saya pakai merk La Fonte)--250 gr daging ayam, potong dadu--2 buah sosis siap makan, potong serong (saya pake merk so nice,--6 lembar jamur kuping, potong memanjang--1 buah bawang bombay, potong memanjang--5 siung bawang putih, cincang halus--5 sdm saos sambal--2 sdm mayones--35 gr keju, parut (saya pakai keju kraft cheddar mini)--2 buah cabe rawit, iris tipis--secukupnya Garam--secukupnya Gula--secukupnya Air--Margarin untuk menumis--","Rebus spagetti dalam air mendidih sampai kematangan yang diinginkan, biasanya saya rebus selama 8-10 menit. Kemudian tiriskan.--Panaskan margarin di atas wajan lalu tumis bawang putih dan bawang bombay hingga harum kemudian masukkan ayam, sosis dan jamur. Tumis hingga ayam berubah warna menjadi kecoklatan.--Tambahkan sedikit air ke dalam wajan lalu masukkan saos sambal, mayones, cabe rawit dan separuh keju parut. Aduk rata. Lalu bumbui dengan garam, gula dan lada. Cek rasa.--Masukkan spagetti yang telah direbus, aduk hingga bumbu meresap.--Sajikan dengan taburan keju parut.--",0,/id/resep/4444034-spicy-chicken-spaghetti
Ayam rica-rica kemangi pedes nampol,1/4 dada ayam--1 batang sereh (ambil putihnya iris tipis2)--1 tomat--2 cabe merah--secukupnya Lada Bubuk--15 cabe rawit--Ketumbar--Daun jeruk purut--1 ruas kunir--Jahe--Lengkuas--Bawang merah--Bawang putih--Gula--Garam--1 ikat daun kemangi (siangi dari batangnya)--1 daun salam--Penyedap rasa (saya pakek msko)--secukupnya Air--,"Cuci bersih dada ayam, potong2 sesuai selera, kemudian tambahkan garam, irisan bawang putih dan jeruk purut untuk menghilangkan aroma amis dan diamkan sejenak.--Ulek bawang merah, bawang putih, Tomat, kunir, cabe merah, cabe rawit, lada, ketumbar, lengkuas, jahe, lada bubuk, gula, garam, daun jeruk purut (sobek kecil biar mudah nguleknya)--Setelah dirasa daging sudah empuk, taburkan daun kemangi untuk penambah aroma dan rasa, sengaja di tambahkan di akhir biar tidak terlalu layu dan warna kemanginya tetap cantik. Matikan kompor dan hidangan siap disajikan--Panaskan minyak tumis bumbu halus yg sudah diulek, Tambahkan irisan sereh, dan daun salam, setelah bumbu matang aromanya keluar agak menggumpal (hati2 jgn sampai gosong) kemudian masukkan daging ayam, Dan beri air secukupnya, Beri sedikit penyedap rasa, dan koreksi rasanya, tunggu sampai daging ayam matang dan bumbu meresap--",10,/id/resep/4443701-ayam-rica-rica-kemangi-pedes-nampol
Abon ayam,"4 bh fillet dada ayam rebus tambahkan 1 sdt garam,2 lbr salam--Bumbu halus--6 siung bawang putih--1 sdt garam--1 sdt ketumbar sangrai--4 bj kemiri--Bahan pelengkap--70 gr gula merah sisir halus--50 gr gula pasir--2 sdm air asam jawa--100 bawanv merah iris--","Tumbuk ayam yg sdh direbu--Masukkan dalam baskom ayam,bumbu halus dan bumbu pelengkap aduk rata--Goreng dengan minyak sampai abon tenggelam,sambil diaduk terus ya...masaknya lebih kurang 1 jam,pakai api kecil ya...--Supaya dapat abon dengan warna bagus labih bagus pakai gula kelapa saya ini pakai gula tebu makanya warnanya hitam--Setelah masak turiskan, lalu angin anginkan tidak tempat yang belubang,saya pakai dandang sambil di tekan tekan dengan garpu spy minyaknya keluar....--",8,/id/resep/4443950-abon-ayam
"Ayam Goreng Pandan Thailand 
(Gai Hor Bai Toey)","500 gr Fillet Paha Ayam--Daun Pandan--🔅Bumbu Marinasi--4 siung Bawang Putih, haluskan--1 ruas Jahe, haluskan--1 sdt Ketumbar, haluskan--3 bth Sereh, ambil bagian putih & haluskan--3 sdm Gula Aren--1 sdm Minyak Wijen--2 sdm Kecap Asin (Kikkoman)--2 sdm Kecap Manis--1/2 sdt Merica Bubuk--1 sdt Gula Pasir--1 sdm Kecap Inggris--1 sdt Garam--4 sdm Air Daun Pandan (dr 4 lbr Daun Pandan + air)--🔅Bahan Saus--1 sdm Cuka Putih--1 sdt Gula Pasir--1 sdm Kecap Asin--1 sdt Minyak Wijen--3 buah Cabe Merah Keriting--Garam--Kaldu Jamur--","Potong fillet ayam agak kecil, tusuk2 dengan garpu & campur dengan semua bumbu marinasi. Diamkan min 1 jam (Sy semalaman)--Bungkus ayam dengan daun pandan. Pakai tusuk gigi/lidi kecil utk memastikan ayam terbungkus rapi--Goreng ayam hingga matang--Utk saus: haluskan cabe & campur dgn semua bahan saus--",11,/id/resep/4444115-ayam-goreng-pandan-thailand--gai-hor-bai-toey
Nugget ayam wortel ala denok,1/2 kg ayam--1 butir telur ayam--2 buah wortel--3 sdm tepung kanji atau maizena--2 sdm tepung terigu--3 butir bawang putih--1 sdm lada bubuk--1 sdm royco rasa ayam--2 sdm garam--Adonan tepung terigu encer--1/4 tepung roti atau panir--,Giling ayam dan wortel atau kalau aku sih di blender dan telur--Lalu taruh di baskom dan campur dengan bawang putih yg telah di haluskan dan bumbu lainnya--Campur hingga rata semua bumbu dan beri minyak--Siapkan tempat mengujus yg di lapisi minyak dan pengukusan--Lalu kukus 20 menit--Setelah itu potong sesuai selera dan balur i tepung terigu yg menjadi adonan dan tepung panir--Masukkan dalam kulkas 1jam--Lalu goreng dan siap dihidangkan dengan saos atau mayo sesuai selera--Selamat mencoba 💗--,4,/id/resep/4443856-nugget-ayam-wortel-ala-denok
Chicken katsu sushi goreng,4 centong nasi putih yang baru matang dari rice cooker--4 lembar nori--1 chicken katsu potong 4 panjang--1 butir telur didadar potong panjang--4 lembar daun bayam rebus sebentar--1 buah wortel belah 4 rebus sebentar--Sejumput garam--50 gram tepung terigu--100 ml air matang--1 mangkuk kecil tepung panir orange--secukupnya Minyak untuk menggoreng--,"Tata nasi baru matang diatas sushi roller yang sudah dilapis plastik. Tekan2 rata agar mudah digulung. Beri topping : 1 lembar nori, chicken katsu, telur, bayam & wortel lalu gulung sambil ditekan.--Celupkan sushi yang sudah diroll kedalam larutan air & terigu yang diberi sejumput garam. Lalu gulingkan di tepung panir hingga rata. Sisihkan.--Goreng dengan minyak diteflon agar tidak lengket, api panas kecil saja agar tidak mudah gosong. Angkat jika sudah matang rata.--Tiriskan dengan tisu makan agar tidak berminyak.--Tips memotong : beri sedikit olive oil untuk melapisi pisau sebelum digunakan memotong agar sushi mudah & mulus saat dipotong. Boleh pakai minyak goreng baru.--Siap disajikan dengan kecap jepang/shoyu, atau kecap asin, mayonaise, saus tomat & sambal botol sesuai selera. Untuk resep chicken katsu ada diposting terpisah.--",18,/id/resep/4443852-chicken-katsu-sushi-goreng
Tengkleng Ayam Khas Solo,"1 kg tulangan ayam rebus yg ada sedikit dagingnya+ sayap ayam--5 buah cabe rawit (boleh lebih ya, saya tinggal dikit)--2 lembar daun salam--2 lembar daun jeruk--3 cm jahe, geprek--2 batang serei, geprek--1,5 liter air--2 sdm gula merah (saya ganti pake kecap)--Secukupnya garam, kaldu bubuk--Bumbu halus :--8 siung bawang merah--6 siung bawang putih--1 sdt ketumbar--1/2 sdt jinten--1 ruas kunyit--4 butir kemiri--5 buah cabe merah (boleh ksh rawit kalo pgn pedes bgt)--Secukupnya minyak untuk menumis--","Tumis bumbu halus dan semua rempah sampai wangi, beri air. Lalu masuk tulang ayam, garam, gula/kecap, kaldu bubuk. Setelah mendidih, kecilkan apinya. Masak terus dgn api kecil sampai keluar minyak2 merahnya. Koreksi rasanya, matikan api. Siap disajikan.--",63,/id/resep/4398176-tengkleng-ayam-khas-solo
Ayam saos padang,"1 ekor ayam--1/2 sdt garam--1/2 sdt lada bubuk--1 jeruk nipis--Bahan halus--8 siung bawang merah--6 siung bawang putih--4 buah cabe merah besar--Bahan saos--6 sdm saos sambal--4 sdm saos tomat--2 sdm saos tiram--secukupnya Air--2 sdt tepung maizena--secukupnya Gula garam lada--Bahan pelengkap--1 bh bawang bombay, iris--1 batang daun bawang, iris tipis--3 bh cabe hijau besar, iris serong--","Lumuri ayam dengan garam, lada, dan jeruk nipis, sisihkan 30mnt--Tumis bahan halus hingga matang, masukkan bahan saos hingga meletup""--Masukkan ayam, biarkan hingga bumbu meresap--Tambahkan bahan pelengkap hingga setengah layu--Sajikan--",49,/id/resep/4443651-ayam-saos-padang
Minyak ayam (untuk mi ayam),1/2 kulit ayam dan lemak ayamnya--200 ml minyak goreng--4 siung bawang putih--1/2 sdm ketumbar butiran (aku pakai yg bubuk)--2 cm jahe (aq pakai bubuk jahe)--1 cm kunyit (aq bubuk kunyit)--,"Cuci bersih kulit dan lemak ayam, geprek semua bumbu--Goreng kulit dan lemak ayam dalam minyak pakai api keciiill ajah, kalo uda mau kering masukkan bawang putih geprek dan bumbu lainnya, tunggu hingga kulit kering kecoklatan--Saring minyak, simpan dalam wadah kedap udara, sisa kulitnya bisa dimakan kayak keripik 😄--",14,/id/resep/4443659-minyak-ayam-untuk-mi-ayam
Kwetiau ayam,"2 buah dada ayam rebus, suir-suir--1 bungkus kwetiau basah, cuci, siram dengan air panas--1 ikat sawi hijau, cuci bersih, potong2, rebus sebentar--1/4 kg toge cuci bersih, seduh dengan air panas--Bumbu tumisan ayam:--10 siung bawang merah--4 siung bawang putih--1/2 sendok makan merica bubuk--1 ruas kecil jahe--1 ruas kunyit--3 buah kemiri digoreng/sangrai--2 lembar daun jeruk purut--1 lembar daun salam--1 batang kecil sereh digeprek--Bumbu minyak ayam:--4 siung bawang putih digeprek--secukupnya Kulit ayam atau lemak ayam--100 cc Minyak sayur--Bahan tambahan:--secukupnya Daun bawang dirajang halus--secukupnya Bakso sapi atau bakso ikan rebus sampai matang--Saos sambal--secukupnya Minyak sayur--secukupnya Air--secukupnya Kecap asin/kecap ikan--secukupnya Kecap manis--secukupnya Air rebusan ayam--secukupnya Garam--secukupnya Gula pasir--secukupnya Kaldu ayam bubuk--","Haluskan bumbu untuk ayam, tumis bumbu sampai matang dan harum, masukkan daun salam, daun jeruk dan sereh kemudian masukkan ayam aduk rata--Masukkan air rebusan ayam, kemudian beri kecap manis, garam, gula pasir dan kaldu ayam bubuk, masak sebentar aja (saya suka yg banyak kuah ayamnya biar ngga pakai kuah lagi nanti), tes rasa jika sudah ok matikan kompor, sisihkan--Panaskan minyak sayur, jika sudah panas masukkan kulit ayam atau lemak ayam masak sampai kulit ayam matang baru masukkan bawang putih yg sudah dicincang sampai harum dan matang, sisihkan--Tata dimangkok beri 2 sendok makan minyak ayam dan 2 sendok makan kecap ikan(yg ada distok), beri kwetiau secukupnya, taoge dan sawi hijau yg sudah direbus aduk rata, beri diatasnya tumisan ayam secukupnya, bakso, daun bawang dan saos sambal--Hidangkan selagi panas--",6,/id/resep/4438991-kwetiau-ayam
Perkedel tahu cina + ayam,Ayam fillet 4 slice kecil/1 potong dada ayam--Tahu sutra besar/tahu cina--Kucai seiket kecil--Bawang putih 4siung sedang--1 butir Telur--secukupnya Garam--optional Kaldu jamur/totole--5 sdm Tepung terigu segitiga full--,"Pakai food processor tinggal masukin semua bahan kecuali telur dan terigu serta garam dan kaldu jamur--Kucai biar cantik jadinya di iris halus dlu baru dimasukan ke dalam Fp--Udh halus, keluarkan dr Fp tambahkan telur aduk rata--Tambahkan terigu, garam dan totole aduk rata, tekstur lembek gt--Goreng di minyak agak banyak, pakai sendok 2 bh buat ambil dan dorong bahan ke minyak, bentuknya emang ga cantik bgt krn ga pake bentuk2.. Tapi rasanya dijamin enak.. 😘😘--",2,/id/resep/4443586-perkedel-tahu-cina-ayam
Ayam Geprek Setan,1/2 kg ayam--Secukupnya minyak goreng--Bahan Halus--4 butir bawang merah--2 butir bawang putih--Seruas jahe dan kunyit--1/2 sdt ketumbar--1/2 sdt perasaan air jeruk nipis dan sedikit garam--Bahan sambel--20 butir cabe rawit merah--5 butir cabe merah keriting--2 butir bawang putih--6 butir bawang merah--1 buah tomat--1 sdt air jeruk purut--Secukupnya garam--,"Siapkan semua bahan Cuci bersih ayam,lalu kasih perasan air jeruk nipis + garam remes2 ayam supaya air jeruk dan garam meresap,kemudian blender bahan halus tuang ke ayam lalu tambahkan air ungkap sampai bumbu meresap atau sampai air habis, sisihkan atau tunggu dingin.--Sementara itu dipanci lain rebus bahan sambel sampai cabe agak menggembung atau tomat nya sudah mengelupas, angkat sisihkan.--Panaskan minyak goreng, lalu goreng ayam sampai kuning keemasan.--Penyelesaian, ulek semua bahan sambel agak kasar lalu ambil ayam langsung geprek ke atas ulekan dan lakukan bolak balik, lakukan sampai habis ayamnya, kalau yang pengen simpan juga bisa sewaktu2 tinggal geprekin aja.--Siap dinikmati dehh, dengan lalapan atau sayur lainnya😍😍--Pedesss nya fulll bikin air mata sesekali keluar nahan pedesnya dan mangap2 juga😀😀 tapi bikin ketagihan 😍--",13,/id/resep/4363014-ayam-geprek-setan
